N^3,Roofline CS GFLOPs,Roofline CS MLUPs,Roofline CS cycl,Roofline CS Arithmetic Intensity,Roofline LC GFLOPs,Roofline LC MLUPs,Roofline LC cycl,Roofline LC Arithmetic Intensity,Benchmark Pheno Tol,Benchmark Pheno Tnol,Benchmark Pheno Tl1l2,Benchmark Pheno Tl2l3,Benchmark Pheno Tl3mem,Benchmark cycl,Benchmark MLUPs,ECM CS Tol,ECM CS Tnol,ECM CS Tl1l2,ECM CS Tl2l3,ECM CS Tl3mem,ECM CS cycl,ECM CS MLUPs,ECM LC Tol,ECM LC Tnol,ECM LC Tl1l2,ECM LC Tl2l3,ECM LC Tl3mem,ECM LC cycl,ECM LC MLUPs,Benchmark Transfer L1L2 load,Benchmark Transfer L1L2 evict,Benchmark Transfer L1L2 total,Benchmark Transfer L2L3 load,Benchmark Transfer L2L3 evict,Benchmark Transfer L2L3 total,Benchmark Transfer L3MEM load,Benchmark Transfer L3MEM evict,Benchmark Transfer L3MEM total,CS Transfer L1L2 load,CS Transfer L1L2 evict,CS Transfer L1L2 total,CS Transfer L2L3 load,CS Transfer L2L3 evict,CS Transfer L2L3 total,CS Transfer L3MEM load,CS Transfer L3MEM evict,CS Transfer L3MEM total,LC Transfer L1L2 load,LC Transfer L1L2 evict,LC Transfer L1L2 total,LC Transfer L2L3 load,LC Transfer L2L3 evict,LC Transfer L2L3 total,LC Transfer L3MEM load,LC Transfer L3MEM evict,LC Transfer L3MEM total
110,0.76917,0,71.76554009930486,0.06,0.78672,0,70.1648460774578,0.06,10.0,9.8,6.3,12.3,28.5,72.01,127.76,12.3,9.0,6.1,12.3,28.3,55.72,330.22,12.3,9.0,6.0,12.0,27.7,54.69,336.44,42.24,8.16,50.40,41.12,8.16,49.28,41.28,8.16,49.44,40.87,8.12,48.99,40.87,8.12,48.99,40.87,8.12,48.99,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
120,0.77147,0,71.55130343594837,0.06,0.78672,0,70.1648460774578,0.06,9.5,9.6,6.3,12.3,28.5,72.04,127.71,12.3,9.0,6.1,12.2,28.2,55.59,330.99,12.3,9.0,6.0,12.0,27.7,54.69,336.44,42.16,8.16,50.32,41.04,8.16,49.20,41.12,8.16,49.28,40.87,8.12,48.99,40.87,8.12,48.99,40.87,8.12,48.99,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
130,0.77249,0,71.45730839145084,0.06,0.78672,0,70.1648460774578,0.06,9.9,9.7,6.3,12.3,28.4,71.75,128.23,12.3,9.0,6.1,12.2,28.2,55.53,331.35,12.3,9.0,6.0,12.0,27.7,54.69,336.44,42.16,8.16,50.32,40.96,8.16,49.12,41.12,8.16,49.28,40.75,8.12,48.87,40.75,8.12,48.87,40.75,8.12,48.87,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
140,0.77371,0,71.34455102284012,0.06,0.78672,0,70.1648460774578,0.06,9.6,9.5,6.3,12.2,28.4,71.72,128.28,12.3,9.0,6.1,12.2,28.2,55.45,331.83,12.3,9.0,6.0,12.0,27.7,54.69,336.44,42.08,8.16,50.24,40.88,8.08,48.96,41.04,8.16,49.20,40.75,8.12,48.87,40.75,8.12,48.87,40.75,8.12,48.87,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
150,0.77400,0,71.31788838133069,0.06,0.78672,0,70.1648460774578,0.06,9.8,9.6,6.3,12.2,28.3,71.39,128.87,12.3,9.0,6.1,12.2,28.1,55.43,331.95,12.3,9.0,6.0,12.0,27.7,54.69,336.44,42.00,8.16,50.16,40.80,8.08,48.88,40.96,8.16,49.12,40.62,8.12,48.74,40.62,8.12,48.74,40.62,8.12,48.74,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
160,0.77525,0,71.20283879361799,0.06,0.78672,0,70.1648460774578,0.06,9.5,9.5,6.3,12.2,28.3,71.59,128.51,12.3,9.0,6.1,12.2,28.1,55.36,332.36,12.3,9.0,6.0,12.0,27.7,54.69,336.44,42.08,8.16,50.24,40.80,8.08,48.88,40.88,8.16,49.04,40.62,8.12,48.74,40.62,8.12,48.74,40.62,8.12,48.74,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
170,0.77563,0,71.16822344391277,0.06,0.78672,0,70.1648460774578,0.06,9.8,9.5,6.4,12.2,28.3,71.38,128.89,12.3,9.0,6.1,12.2,28.1,55.34,332.49,12.3,9.0,6.0,12.0,27.7,54.69,336.44,42.80,8.16,50.96,40.72,8.08,48.80,40.88,8.16,49.04,40.62,8.12,48.74,40.62,8.12,48.74,40.62,8.12,48.74,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
180,0.77684,0,71.05736076985691,0.06,0.78672,0,70.1648460774578,0.06,9.5,9.4,6.3,12.2,28.2,71.46,128.75,12.3,9.0,6.1,12.2,28.0,55.27,332.91,12.3,9.0,6.0,12.0,27.7,54.69,336.44,42.16,8.24,50.40,40.72,8.08,48.80,40.80,8.16,48.96,40.50,8.12,48.62,40.50,8.12,48.62,40.50,8.12,48.62,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
190,0.77645,0,71.0928931082423,0.06,0.78672,0,70.1648460774578,0.06,9.8,9.5,6.3,12.2,28.2,71.26,129.10,12.3,9.0,6.1,12.1,28.1,55.27,332.91,12.3,9.0,6.0,12.0,27.7,54.69,336.44,42.08,8.24,50.32,40.64,8.08,48.72,40.80,8.16,48.96,40.50,8.12,48.62,40.50,8.12,48.62,40.50,8.12,48.62,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
200,0.77808,0,70.94369144582494,0.06,0.78672,0,70.1648460774578,0.06,9.4,9.4,6.3,12.2,28.2,71.17,129.27,12.3,9.0,6.1,12.1,28.0,55.20,333.33,12.3,9.0,6.0,12.0,27.7,54.69,336.44,42.08,8.24,50.32,40.64,8.08,48.72,40.72,8.16,48.88,40.50,8.12,48.62,40.50,8.12,48.62,40.50,8.12,48.62,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
210,0.77785,0,70.96472532274082,0.06,0.78672,0,70.1648460774578,0.06,9.6,9.4,6.3,12.2,28.2,71.05,129.48,12.3,9.0,6.1,12.1,28.0,55.20,333.33,12.3,9.0,6.0,12.0,27.7,54.69,336.44,42.00,8.24,50.24,40.56,8.08,48.64,40.72,8.08,48.80,40.50,8.12,48.62,40.50,8.12,48.62,40.50,8.12,48.62,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
220,0.77730,0,71.01479324521944,0.06,0.78672,0,70.1648460774578,0.06,9.4,9.3,6.3,12.2,28.2,71.16,129.29,12.3,9.0,6.1,12.1,28.0,55.23,333.15,12.3,9.0,6.0,12.0,27.7,54.69,336.44,42.08,8.24,50.32,40.56,8.08,48.64,40.72,8.08,48.80,40.50,8.12,48.62,40.50,8.12,48.62,40.50,8.12,48.62,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
230,0.77864,0,70.89317174625519,0.06,0.78672,0,70.1648460774578,0.06,9.7,9.4,6.3,12.2,28.1,71.19,129.22,12.3,9.0,6.1,12.1,28.0,55.16,333.57,12.3,9.0,6.0,12.0,27.7,54.69,336.44,42.00,8.24,50.24,40.56,8.08,48.64,40.72,8.08,48.80,40.37,8.12,48.49,40.37,8.12,48.49,40.37,8.12,48.49,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
240,0.77862,0,70.89456047666334,0.06,0.78672,0,70.1648460774578,0.06,9.4,9.3,6.3,12.1,28.1,71.09,129.41,12.3,9.0,6.1,12.1,28.0,55.15,333.63,12.3,9.0,6.0,12.0,27.7,54.69,336.44,42.08,8.24,50.32,40.48,8.08,48.56,40.64,8.08,48.72,40.37,8.12,48.49,40.37,8.12,48.49,40.37,8.12,48.49,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
250,0.77939,0,70.8243956305859,0.06,0.78672,0,70.1648460774578,0.06,9.7,9.4,6.3,12.1,28.1,71.11,129.37,12.3,9.0,6.1,12.1,27.9,55.12,333.81,12.3,9.0,6.0,12.0,27.7,54.69,336.44,42.08,8.24,50.32,40.48,8.08,48.56,40.64,8.08,48.72,40.37,8.12,48.49,40.37,8.12,48.49,40.37,8.00,48.37,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
260,0.77962,0,70.80335894702006,0.06,0.78672,0,70.1648460774578,0.06,9.3,9.3,6.9,12.1,28.1,72.33,127.20,12.3,9.0,7.1,12.1,27.9,56.11,327.92,12.3,9.0,6.0,12.0,27.7,54.69,336.44,46.80,8.24,55.04,40.48,8.08,48.56,40.64,8.08,48.72,48.37,8.00,56.37,40.37,8.00,48.37,40.37,8.00,48.37,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
270,0.77725,0,71.0199387701756,0.06,0.78672,0,70.1648460774578,0.06,9.5,9.3,7.9,12.1,28.1,73.80,124.67,12.3,9.0,6.1,12.1,28.0,55.19,333.39,12.3,9.0,6.0,12.0,27.7,54.69,336.44,54.72,8.24,62.96,40.48,8.08,48.56,40.64,8.08,48.72,40.37,8.00,48.37,40.37,8.00,48.37,40.37,8.25,48.62,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
280,0.78316,0,70.48386224428997,0.06,0.78672,0,70.1648460774578,0.06,9.3,9.3,8.0,12.1,28.1,74.17,124.03,12.3,9.0,8.1,12.1,27.8,56.97,322.97,12.3,9.0,6.0,12.0,27.7,54.69,336.44,55.36,8.24,63.60,40.48,8.08,48.56,40.56,8.08,48.64,56.37,8.00,64.37,40.37,8.00,48.37,40.37,7.87,48.24,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
290,0.77975,0,70.79213234711565,0.06,0.78672,0,70.1648460774578,0.06,9.5,9.3,8.0,12.1,28.1,73.98,124.37,12.3,9.0,6.1,12.1,27.9,55.09,333.99,12.3,9.0,6.0,12.0,27.7,54.69,336.44,55.44,8.24,63.68,40.48,8.08,48.56,40.56,8.08,48.64,40.37,8.00,48.37,40.37,8.00,48.37,40.37,8.00,48.37,40.00,8.00,48.00,40.00,8.00,48.00,40.00,8.00,48.00
300,0.78148,0,70.63495994845418,0.06,0.78672,0,70.1648460774578,0.06,9.3,9.2,8.0,12.1,28.1,74.00,124.33,12.3,9.0,7.0,12.1,27.9,56.01,328.51,12.3,9.0,8.0,12.0,27.7,56.69,324.57,55.44,8.24,63.68,40.40,8.08,48.48,40.56,8.08,48.64,48.37,8.00,56.37,40.37,8.00,48.37,40.37,8.00,48.37,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
310,0.78081,0,70.6957706979363,0.06,0.78672,0,70.1648460774578,0.06,9.5,9.3,8.0,12.1,28.1,73.73,124.79,12.3,9.0,8.1,12.1,27.9,57.04,322.58,12.3,9.0,8.0,12.0,27.7,56.69,324.57,55.44,8.24,63.68,40.40,8.08,48.48,40.56,8.08,48.64,56.37,8.00,64.37,40.25,8.00,48.25,40.25,8.00,48.25,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
320,0.78138,0,70.6443154483745,0.06,0.78672,0,70.1648460774578,0.06,9.2,9.2,8.0,12.1,28.1,74.12,124.12,12.3,9.0,8.1,12.1,27.9,57.01,322.75,12.3,9.0,8.0,12.0,27.7,56.69,324.57,55.60,8.24,63.84,40.40,8.08,48.48,40.56,8.08,48.64,56.37,8.00,64.37,40.25,8.00,48.25,40.25,8.00,48.25,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
330,0.78195,0,70.59286019881272,0.06,0.78672,0,70.1648460774578,0.06,9.5,9.3,8.0,12.1,28.0,73.90,124.49,12.3,9.0,8.0,12.1,27.9,56.98,322.92,12.3,9.0,8.0,12.0,27.7,56.69,324.57,55.52,8.24,63.76,40.40,8.00,48.40,40.56,8.08,48.64,56.37,8.00,64.37,40.25,8.00,48.25,40.25,8.00,48.25,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
340,0.78210,0,70.57882694893223,0.06,0.78672,0,70.1648460774578,0.06,9.2,9.2,8.0,12.1,28.0,74.13,124.11,12.3,9.0,8.0,12.1,27.8,56.98,322.92,12.3,9.0,8.0,12.0,27.7,56.69,324.57,55.44,8.24,63.68,40.40,8.00,48.40,40.56,8.08,48.64,56.37,8.00,64.37,40.25,8.00,48.25,40.25,8.00,48.25,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
350,0.78218,0,70.57180218470705,0.06,0.78672,0,70.1648460774578,0.06,9.5,9.3,8.0,12.1,28.0,73.94,124.43,12.3,9.0,8.0,12.1,27.8,56.98,322.92,12.3,9.0,8.0,12.0,27.7,56.69,324.57,55.52,8.24,63.76,40.40,8.00,48.40,40.48,8.08,48.56,56.37,8.00,64.37,40.25,8.00,48.25,40.25,8.00,48.25,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
360,0.78003,0,70.7668724973308,0.06,0.78672,0,70.1648460774578,0.06,9.2,9.2,8.0,12.1,28.0,74.19,124.00,12.3,9.0,8.0,12.1,27.9,57.05,322.52,12.3,9.0,8.0,12.0,27.7,56.69,324.57,55.44,8.24,63.68,40.40,8.00,48.40,40.48,8.08,48.56,56.25,8.00,64.25,40.25,8.00,48.25,40.25,8.12,48.37,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
370,0.78053,0,70.72148718967229,0.06,0.78672,0,70.1648460774578,0.06,9.4,9.2,8.0,12.1,28.0,73.84,124.59,12.3,9.0,8.0,12.1,27.9,57.03,322.63,12.3,9.0,8.0,12.0,27.7,56.69,324.57,55.60,8.24,63.84,40.40,8.00,48.40,40.48,8.08,48.56,56.25,8.00,64.25,40.25,8.00,48.25,40.25,8.12,48.37,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
380,0.78257,0,70.53672719929077,0.06,0.78672,0,70.1648460774578,0.06,9.2,9.2,8.0,12.1,28.0,73.85,124.57,12.3,9.0,8.0,12.1,27.8,56.94,323.14,12.3,9.0,8.0,12.0,27.7,56.69,324.57,55.44,8.24,63.68,40.32,8.00,48.32,40.48,8.08,48.56,56.25,8.00,64.25,40.25,8.00,48.25,40.25,8.00,48.25,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
390,0.77964,0,70.8019428798411,0.06,0.78672,0,70.1648460774578,0.06,9.4,9.2,8.0,12.1,28.0,73.83,124.61,12.3,9.0,8.0,12.1,27.9,57.06,322.46,12.3,9.0,8.0,12.0,27.7,56.69,324.57,55.44,8.24,63.68,40.40,8.00,48.40,40.48,8.08,48.56,56.25,8.00,64.25,40.25,8.00,48.25,40.25,8.12,48.37,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
400,0.78204,0,70.58444024888442,0.06,0.78672,0,70.1648460774578,0.06,9.2,9.2,8.0,12.1,28.0,74.09,124.17,12.3,9.0,8.0,12.1,27.9,56.95,323.09,12.3,9.0,8.0,12.0,27.7,56.69,324.57,55.36,8.24,63.60,40.32,8.00,48.32,40.48,8.08,48.56,56.25,8.00,64.25,40.25,8.00,48.25,40.25,8.12,48.37,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
410,0.78127,0,70.65460649828688,0.06,0.78672,0,70.1648460774578,0.06,9.4,9.2,8.0,12.1,28.0,73.90,124.48,12.3,9.0,8.0,12.1,27.9,56.99,322.86,12.3,9.0,8.0,12.0,27.7,56.69,324.57,55.44,8.24,63.68,40.40,8.00,48.40,40.48,8.08,48.56,56.25,8.00,64.25,40.25,8.00,48.25,40.25,8.12,48.37,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
420,0.78078,0,70.69809890764648,0.06,0.78672,0,70.1648460774578,0.06,9.2,9.2,8.0,12.1,28.0,73.83,124.61,12.3,9.0,8.0,12.1,27.9,57.01,322.75,12.3,9.0,8.0,12.0,27.7,56.69,324.57,55.36,8.24,63.60,40.32,8.00,48.32,40.48,8.08,48.56,56.25,8.00,64.25,40.25,8.00,48.25,40.25,8.12,48.37,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
430,0.77970,0,70.79632969215493,0.06,0.78672,0,70.1648460774578,0.06,9.4,9.2,8.0,12.1,28.0,73.77,124.72,12.3,9.0,8.0,12.1,27.9,57.05,322.52,12.3,9.0,8.0,12.0,27.7,56.69,324.57,55.44,8.24,63.68,40.32,8.00,48.32,40.48,8.08,48.56,56.25,8.00,64.25,40.25,8.00,48.25,40.25,8.12,48.37,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
440,0.78219,0,70.57134254899596,0.06,0.78672,0,70.1648460774578,0.06,9.2,9.2,7.9,12.1,28.0,74.01,124.31,12.3,9.0,8.0,12.1,27.8,56.96,323.03,12.3,9.0,8.0,12.0,27.7,56.69,324.57,55.36,8.24,63.60,40.32,8.00,48.32,40.48,8.08,48.56,56.25,8.00,64.25,40.25,8.00,48.25,40.25,8.00,48.25,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
450,0.78434,0,70.37721167825224,0.06,0.78672,0,70.1648460774578,0.06,9.4,9.2,8.0,12.1,28.0,73.78,124.69,12.3,9.0,8.0,12.1,27.8,56.88,323.48,12.3,9.0,8.0,12.0,27.7,56.69,324.57,55.36,8.24,63.60,40.32,8.00,48.32,40.40,8.08,48.48,56.25,8.00,64.25,40.25,8.00,48.25,40.25,7.87,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
460,0.78092,0,70.68593700099305,0.06,0.78672,0,70.1648460774578,0.06,9.2,9.2,7.9,12.1,28.0,73.74,124.77,12.3,9.0,8.0,12.1,27.9,57.00,322.80,12.3,9.0,8.0,12.0,27.7,56.69,324.57,55.28,8.24,63.52,40.32,8.00,48.32,40.40,8.08,48.48,56.25,8.00,64.25,40.25,8.00,48.25,40.25,8.12,48.37,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
470,0.78276,0,70.51988019860973,0.06,0.78672,0,70.1648460774578,0.06,9.4,9.2,7.9,12.1,28.0,73.77,124.72,12.3,9.0,8.0,12.1,27.8,56.91,323.31,12.3,9.0,8.0,12.0,27.7,56.69,324.57,55.36,8.24,63.60,40.32,8.00,48.32,40.40,8.08,48.48,56.25,8.00,64.25,40.12,8.00,48.12,40.12,8.12,48.24,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
480,0.78344,0,70.45814099996002,0.06,0.78672,0,70.1648460774578,0.06,9.2,9.2,7.9,12.1,28.0,74.06,124.22,12.3,9.0,8.0,12.1,27.8,56.89,323.43,12.3,9.0,8.0,12.0,27.7,56.69,324.57,55.28,8.24,63.52,40.32,8.00,48.32,40.40,8.08,48.48,56.25,8.00,64.25,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
490,0.78543,0,70.27991642502482,0.06,0.78672,0,70.1648460774578,0.06,9.4,9.2,7.9,12.1,28.0,73.82,124.63,12.3,9.0,8.0,12.0,27.7,56.81,323.88,12.3,9.0,8.0,12.0,27.7,56.69,324.57,55.28,8.24,63.52,40.32,8.00,48.32,40.40,8.08,48.48,56.25,8.00,64.25,40.12,8.00,48.12,40.12,7.87,47.99,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
500,0.78357,0,70.44691440005563,0.06,0.78672,0,70.1648460774578,0.06,9.2,9.1,7.9,12.1,28.0,73.92,124.45,12.3,9.0,8.0,12.0,27.8,56.88,323.48,12.3,9.0,8.0,12.0,27.7,56.69,324.57,55.36,8.24,63.60,40.32,8.00,48.32,40.40,8.08,48.48,56.25,8.00,64.25,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
510,0.78429,0,70.38189367560936,0.06,0.78672,0,70.1648460774578,0.06,9.4,9.2,8.0,12.1,28.0,73.82,124.63,12.3,9.0,8.0,12.0,27.8,56.85,323.65,12.3,9.0,8.0,12.0,27.7,56.69,324.57,55.60,8.24,63.84,40.32,8.00,48.32,40.40,8.08,48.48,56.25,8.00,64.25,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
520,0.78505,0,70.314066301187,0.06,0.78672,0,70.1648460774578,0.06,9.0,9.1,8.2,12.1,28.0,74.37,123.71,12.3,9.0,8.0,12.0,27.7,56.82,323.82,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.60,8.24,65.84,40.32,8.00,48.32,40.40,8.08,48.48,56.25,8.00,64.25,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
530,0.78306,0,70.49228857466922,0.06,0.78672,0,70.1648460774578,0.06,9.3,9.2,8.2,12.1,28.0,74.07,124.21,12.3,9.0,8.0,12.0,27.8,56.89,323.43,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.60,8.24,65.84,40.32,8.00,48.32,40.40,8.08,48.48,56.25,8.00,64.25,40.12,8.00,48.12,40.12,8.12,48.24,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
540,0.78451,0,70.36271094339622,0.06,0.78672,0,70.1648460774578,0.06,9.1,9.1,8.2,12.1,28.0,74.16,124.06,12.3,9.0,8.0,12.0,27.8,56.84,323.71,12.3,9.0,8.0,12.0,27.7,56.69,324.57,57.36,8.24,65.60,40.32,8.00,48.32,40.40,8.08,48.48,56.25,8.00,64.25,40.12,8.00,48.12,40.12,8.00,48.12,56.00,8.00,64.00,40.00,8.00,48.00,40.00,8.00,48.00
